id,years,program,Y0_enrol,Y0_complete,Y0_grade,Y1_enrol,Y1_complete,Y1_grade,Y2_enrol,Y2_complete,Y2_grade,Y3_enrol,Y3_complete,Y3_grade,Y4_enrol,Y4_complete,Y4_grade,Class
131386303,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386306,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386308,four,nursing,low,low,B,high,medium,A,high,high,B,high,high,B,high,high,B,ok
131386310,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,B,high,high,C,ok
131386311,three,management,high,high,A,high,high,A,high,high,B,low,low,E,low,low,E,ok
131386312,three,informatics,high,high,C,high,medium,C,high,high,B,high,low,C,low,low,E,ok
131386325,three,biology,high,low,E,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131386328,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131386338,four,nursing,high,high,B,low,low,B,high,medium,B,high,high,C,high,medium,C,ok
131386339,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,B,medium,medium,C,ok
131386344,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131386349,three,informatics,high,low,C,high,low,B,high,low,B,low,low,E,low,low,E,fail
131386360,four,nursing,high,high,B,low,low,A,high,high,B,high,medium,C,high,medium,C,ok
131386362,four,nursing,high,high,B,low,low,B,high,high,B,high,medium,B,high,high,C,ok
131386363,four,nursing,medium,medium,A,medium,medium,A,high,high,A,high,high,B,high,high,C,ok
131386366,four,nursing,low,low,C,high,medium,C,high,high,B,high,high,C,high,high,C,ok
131386377,three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131386382,three,informatics,medium,low,E,low,low,E,medium,low,E,low,low,E,low,low,E,fail
131386387,three,biology,medium,low,E,high,medium,C,high,medium,C,high,medium,C,high,low,C,fail
131386413,three,informatics,high,low,E,high,low,C,high,low,C,low,low,E,high,low,E,fail
131386424,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386432,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386433,three,management,high,high,B,high,high,C,high,low,C,low,low,E,low,low,E,ok
131386443,four,nursing,low,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386446,three,informatics,high,low,E,high,low,C,high,low,E,low,low,E,high,low,C,fail
131386452,three,biology,low,low,C,medium,low,C,high,high,C,high,high,C,high,medium,C,ok
131386453,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,medium,B,high,medium,C,ok
131386463,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,C,high,medium,C,ok
131386465,three,management,medium,low,E,high,low,E,high,low,E,low,low,E,high,low,E,fail
131386469,four,nursing,high,high,B,high,high,C,high,high,B,high,medium,C,low,low,E,ok
131386470,four,nursing,high,high,B,low,low,A,high,high,B,high,medium,B,high,high,C,ok
131386476,three,informatics,high,low,E,low,low,E,high,low,C,high,low,C,high,medium,C,fail
131386483,four,nursing,high,high,A,low,low,B,medium,medium,B,high,medium,C,high,high,C,ok
131386486,four,nursing,high,high,B,high,high,B,medium,medium,B,high,high,C,low,low,E,ok
131386489,four,nursing,low,low,A,high,high,A,high,medium,B,high,medium,B,high,high,C,ok
131386493,three,biology,medium,low,C,high,high,C,medium,low,C,high,medium,C,high,low,C,ok
131386496,four,nursing,high,high,B,low,low,C,high,high,B,high,medium,C,medium,medium,C,ok
131386503,four,nursing,low,low,B,high,high,A,high,high,B,high,medium,B,high,high,C,ok
131386504,three,informatics,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131386505,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386515,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131386518,three,informatics,high,low,C,high,low,C,high,low,C,low,low,E,low,low,E,fail
131386533,three,informatics,medium,low,C,high,low,C,high,low,B,low,low,E,low,low,E,fail
131386542,three,biology,low,low,C,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131386557,three,management,high,medium,C,low,low,E,high,medium,C,high,medium,C,high,low,C,ok
131386580,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386581,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131386582,three,biology,medium,medium,B,high,medium,B,high,high,C,high,medium,C,low,low,E,ok
131386584,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386586,four,nursing,medium,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386588,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386601,four,nursing,high,high,A,low,low,B,high,high,B,high,medium,C,high,high,C,ok
131386607,three,management,low,low,C,high,medium,C,medium,medium,C,high,medium,C,high,low,C,ok
131386617,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386621,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386627,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386640,four,nursing,medium,medium,A,medium,medium,B,medium,medium,B,high,high,B,high,high,C,ok
131386641,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386648,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131386649,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386653,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386656,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386664,three,informatics,high,medium,C,high,high,B,high,high,C,high,medium,C,low,low,E,ok
131386666,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,B,high,high,B,ok
131386679,three,informatics,low,low,C,high,high,B,high,high,B,low,low,E,high,low,B,ok
131386680,three,management,medium,low,C,high,low,A,low,low,E,low,low,E,low,low,E,fail
131386681,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386703,three,informatics,medium,medium,C,medium,low,C,low,low,E,high,medium,C,high,low,C,ok
131386709,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386717,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131386722,three,informatics,medium,medium,C,high,high,C,low,low,E,high,medium,C,high,low,C,ok
131386727,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386729,three,informatics,medium,low,E,medium,low,C,high,low,B,low,low,E,low,low,E,fail
131386758,four,nursing,high,high,B,medium,medium,B,high,high,B,high,high,B,low,low,E,ok
131386759,three,informatics,medium,medium,C,high,medium,C,high,low,C,high,medium,C,high,medium,C,ok
131386760,three,management,low,low,B,high,high,B,high,high,C,high,medium,C,low,low,E,ok
131386768,four,nursing,high,high,A,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131386791,four,nursing,medium,medium,A,medium,medium,A,high,high,A,high,high,B,high,high,B,ok
131386795,three,informatics,high,high,C,high,low,C,high,high,C,high,medium,C,low,low,E,ok
131386797,three,management,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131386800,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386802,four,nursing,medium,medium,A,medium,medium,A,high,high,B,high,high,B,high,medium,B,ok
131386807,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386811,three,informatics,high,low,E,high,low,E,high,low,B,low,low,E,low,low,E,fail
131386814,four,nursing,medium,medium,A,medium,medium,B,high,high,A,high,high,B,high,high,B,ok
131386823,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,B,medium,medium,C,ok
131386824,four,nursing,medium,low,E,high,medium,C,medium,medium,C,low,low,E,low,low,E,fail
131386829,four,nursing,medium,medium,A,medium,medium,B,high,high,C,high,high,C,high,medium,C,ok
131386835,three,management,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386840,three,management,high,high,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131386848,three,biology,medium,medium,B,medium,medium,C,high,high,C,high,medium,C,low,low,E,ok
131386852,three,management,low,low,C,high,high,C,high,high,C,high,medium,C,low,low,E,ok
131386860,three,management,high,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131386871,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386882,three,management,high,low,E,high,low,C,high,medium,C,high,medium,C,high,medium,C,fail
131386892,three,informatics,high,medium,C,high,medium,C,high,low,B,high,low,B,high,medium,C,ok
131386895,four,nursing,low,low,C,high,medium,B,high,medium,C,high,high,C,high,high,C,ok
131386903,three,informatics,high,low,E,high,low,B,low,low,E,low,low,E,low,low,E,fail
131386915,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386923,three,biology,high,low,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131386924,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386928,three,biology,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131386932,three,biology,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131386952,four,nursing,medium,medium,A,medium,low,A,low,low,E,medium,low,B,high,medium,B,ok
131386956,three,informatics,medium,low,E,high,low,B,low,low,E,low,low,E,low,low,E,fail
131386961,three,informatics,high,high,C,medium,medium,C,medium,medium,C,high,low,C,low,low,E,ok
131386963,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131386967,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386969,three,informatics,medium,low,B,high,low,C,low,low,E,high,low,C,high,medium,B,ok
131386973,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386977,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386983,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386984,three,informatics,medium,low,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131386993,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131386994,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131387001,four,nursing,high,low,B,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131387020,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387029,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387032,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387035,four,nursing,medium,medium,A,medium,medium,B,high,high,B,high,high,B,high,high,C,ok
131387037,three,management,high,high,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131387044,four,nursing,high,high,B,high,high,B,high,medium,B,high,high,C,low,low,E,ok
131387059,three,management,low,low,C,low,low,E,high,high,C,high,medium,C,high,medium,C,ok
131387060,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387065,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387067,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387072,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387099,three,biology,high,low,E,high,low,E,high,low,C,low,low,E,low,low,E,fail
131387103,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387108,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387115,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387120,three,informatics,high,low,B,medium,low,C,high,low,E,low,low,E,low,low,E,fail
131387124,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387130,three,informatics,high,low,E,medium,low,E,medium,low,E,high,low,E,high,low,C,fail
131387135,three,biology,high,medium,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131387136,four,nursing,medium,medium,A,high,high,B,medium,medium,B,high,high,B,high,medium,C,ok
131387150,three,management,medium,low,E,medium,low,C,medium,low,E,high,low,C,high,low,C,fail
131387153,three,informatics,high,low,B,medium,low,C,medium,low,E,low,low,E,low,low,E,fail
131387155,four,nursing,high,high,A,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131387163,three,informatics,low,low,E,medium,low,C,medium,low,E,low,low,E,low,low,E,fail
131387166,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387178,three,informatics,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387181,three,management,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131387182,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387201,three,management,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131387205,three,management,high,low,B,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387223,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387229,four,nursing,medium,low,E,low,low,B,high,medium,B,high,medium,C,high,medium,B,fail
131387230,three,biology,high,high,C,medium,medium,C,high,high,C,high,low,C,low,low,E,ok
131387233,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387240,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387242,three,management,high,low,E,low,low,E,low,low,E,medium,low,C,high,low,C,ok
131387244,three,biology,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387249,four,nursing,low,low,E,low,low,C,high,medium,B,high,medium,C,high,medium,C,ok
131387252,four,nursing,low,low,B,high,medium,B,high,medium,B,high,medium,B,high,medium,C,ok
131387257,three,management,low,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
131387281,three,biology,medium,medium,B,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131387293,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387304,three,management,high,low,E,high,low,C,medium,medium,C,low,low,E,low,low,E,fail
131387322,three,management,high,high,C,high,medium,C,medium,medium,C,high,low,C,low,low,E,ok
131387323,four,nursing,high,high,B,high,medium,B,high,high,B,high,medium,C,low,low,E,ok
131387332,three,biology,high,high,C,high,high,C,high,medium,C,high,low,C,low,low,E,ok
131387347,three,informatics,low,low,C,medium,low,C,high,medium,C,high,medium,C,low,low,E,ok
131387353,three,management,high,low,C,high,low,C,low,low,E,low,low,E,low,low,E,fail
131387357,three,informatics,high,medium,B,high,high,B,high,medium,B,low,low,E,low,low,E,ok
131387358,three,informatics,medium,low,E,low,low,E,high,low,C,high,low,C,high,low,C,fail
131387359,four,nursing,low,low,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387378,three,informatics,medium,low,E,medium,low,C,low,low,E,low,low,E,low,low,E,fail
131387389,three,management,high,low,E,low,low,E,high,low,E,high,low,E,low,low,E,fail
131387392,three,management,low,low,C,low,low,C,low,low,C,low,low,E,low,low,E,fail
131387395,three,management,low,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387403,three,biology,low,low,B,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131387407,four,nursing,medium,low,C,medium,low,C,low,low,E,low,low,E,low,low,E,ok
131387426,three,biology,low,low,B,high,high,B,high,high,C,high,medium,C,low,low,E,ok
131387431,four,nursing,high,high,A,high,high,C,high,high,C,high,medium,C,low,low,E,ok
131387436,four,nursing,low,low,A,high,high,B,high,medium,B,high,high,B,high,high,C,ok
131387439,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387444,three,informatics,medium,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131387450,three,management,high,low,E,low,low,E,high,low,C,high,low,C,high,low,C,fail
131387463,four,nursing,low,low,B,high,high,B,high,high,B,high,medium,B,high,medium,C,ok
131387464,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131387467,three,biology,medium,medium,C,high,medium,C,medium,medium,C,high,medium,C,high,low,C,ok
131387478,three,biology,low,low,C,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131387485,four,nursing,high,high,B,high,high,B,medium,medium,B,high,high,C,low,low,E,ok
131387487,four,nursing,low,low,B,high,medium,B,high,medium,B,high,high,B,high,high,B,ok
131387488,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131387504,four,nursing,high,medium,C,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131387509,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,C,low,low,E,ok
131387520,three,management,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387523,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387536,three,informatics,high,low,E,high,low,C,high,low,C,low,low,E,low,low,E,fail
131387539,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387549,three,management,medium,low,E,high,low,A,low,low,E,low,low,E,low,low,E,fail
131387555,three,biology,high,high,B,high,medium,C,high,high,C,high,medium,C,low,low,E,ok
131387564,three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131387568,three,management,high,low,E,high,low,E,medium,low,C,low,low,E,low,low,E,fail
131387592,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131387599,three,management,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131387601,four,nursing,high,high,B,high,high,B,high,medium,C,high,medium,C,low,low,E,ok
131387612,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387616,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387638,four,nursing,medium,low,A,medium,medium,B,medium,medium,C,low,low,E,low,low,E,fail
131387639,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387640,three,management,high,high,C,high,medium,C,medium,low,C,low,low,E,low,low,E,ok
131387659,three,informatics,high,low,A,high,low,E,low,low,E,low,low,E,low,low,E,fail
131387662,three,management,high,low,E,high,medium,C,low,low,E,low,low,E,low,low,E,fail
131387663,three,management,medium,low,E,high,low,E,high,low,C,low,low,E,low,low,E,fail
131387672,three,management,high,high,C,high,medium,C,high,low,C,high,medium,C,low,low,E,ok
131387679,three,management,high,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131387688,three,informatics,high,low,E,high,low,E,high,low,E,medium,low,E,low,low,E,fail
131387696,three,biology,high,low,C,high,low,B,low,low,E,low,low,E,low,low,E,fail
131387699,three,management,medium,medium,C,high,medium,B,high,medium,C,high,medium,C,low,low,E,ok
131387702,three,biology,medium,low,B,high,high,C,high,medium,C,high,medium,C,low,low,E,ok
131387712,three,informatics,high,high,C,high,medium,C,high,medium,C,high,low,C,low,low,E,ok
131387722,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387728,three,management,low,low,E,low,low,E,low,low,E,medium,low,C,high,medium,C,ok
131387737,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387739,four,nursing,medium,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387740,four,nursing,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387741,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131387746,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131387764,four,nursing,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387782,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387783,three,informatics,medium,low,E,high,low,A,low,low,E,low,low,E,low,low,E,fail
131387799,three,management,high,medium,C,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131387800,four,nursing,high,high,B,high,high,B,high,high,C,high,medium,C,low,low,E,ok
131387808,three,management,high,medium,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387816,four,nursing,high,low,E,low,low,E,medium,low,E,high,low,E,high,medium,C,fail
131387818,three,management,high,low,C,high,low,E,high,low,C,low,low,E,low,low,E,fail
131387819,three,informatics,medium,low,E,medium,low,E,medium,low,C,medium,low,E,high,low,E,fail
131387825,four,nursing,high,high,A,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131387829,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387830,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387837,three,biology,medium,low,E,high,low,C,high,medium,C,high,medium,C,high,medium,C,fail
131387844,four,nursing,high,medium,B,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131387862,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131387864,three,biology,high,low,C,low,low,E,high,medium,C,high,low,C,high,low,B,fail
131387886,four,nursing,low,low,B,high,medium,A,high,high,B,high,medium,B,high,medium,C,ok
131387888,three,informatics,high,low,E,high,low,E,high,low,B,low,low,E,low,low,E,fail
131387891,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387899,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387910,three,management,high,high,C,high,high,C,high,low,C,high,low,C,low,low,E,ok
131387922,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387930,three,management,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131387933,three,informatics,low,low,E,low,low,E,high,medium,C,high,medium,C,high,medium,C,ok
131387934,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131387950,three,biology,medium,low,B,medium,medium,B,high,high,B,high,medium,C,low,low,E,ok
131387954,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131387956,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131387981,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131387983,three,biology,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131387990,three,informatics,high,low,E,low,low,E,low,low,E,low,low,E,low,low,E,fail
131388007,three,informatics,high,low,C,high,low,E,high,low,E,low,low,E,high,low,C,fail
131388019,three,biology,low,low,E,high,low,C,high,medium,C,high,medium,C,medium,low,C,ok
131388033,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,ok
131388042,four,nursing,high,high,A,high,high,B,high,medium,B,high,medium,B,low,low,E,ok
131388043,four,nursing,medium,medium,A,high,high,B,medium,low,B,high,high,B,medium,medium,C,ok
131388064,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131388076,four,nursing,low,low,C,high,high,A,high,medium,B,high,medium,B,high,medium,C,ok
131388085,four,nursing,high,high,B,high,high,B,high,high,B,high,high,C,low,low,E,ok
131388087,four,nursing,low,low,C,high,high,B,high,medium,B,high,high,B,high,medium,C,ok
131388108,three,management,medium,medium,C,high,medium,C,high,medium,B,high,medium,C,high,medium,C,ok
131388110,four,nursing,low,low,A,high,high,B,high,medium,B,high,medium,C,high,high,C,ok
131388114,three,management,high,high,C,high,medium,C,high,medium,C,high,low,B,low,low,E,ok
131388118,four,nursing,low,low,A,high,medium,A,high,high,B,high,high,B,high,medium,C,ok
131388119,three,informatics,low,low,E,low,low,E,high,low,C,high,low,C,high,medium,C,ok
131388120,four,nursing,high,high,A,high,high,A,high,high,B,high,high,B,low,low,E,ok
131388122,three,informatics,medium,low,C,high,medium,C,high,medium,C,high,medium,C,high,low,C,ok
131388126,three,management,high,high,C,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131388144,three,informatics,high,low,A,low,low,E,low,low,E,low,low,E,low,low,E,fail
131388154,three,biology,high,low,E,high,low,C,high,medium,C,low,low,E,low,low,E,fail
131388157,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388161,three,management,high,high,B,high,medium,C,high,medium,C,low,low,E,low,low,E,ok
131388162,three,management,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388168,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131388178,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388182,three,biology,high,high,B,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131388184,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388191,three,management,high,high,C,high,high,B,high,high,B,low,low,E,low,low,E,ok
131388192,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131388203,four,nursing,low,low,C,high,high,B,high,high,B,high,high,B,high,medium,C,ok
131388212,four,nursing,high,high,A,high,high,B,high,high,A,high,high,B,low,low,E,ok
131388218,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131388225,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388226,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388232,three,biology,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,low,low,E,ok
131388241,four,nursing,medium,medium,A,medium,medium,B,high,medium,B,high,medium,B,high,medium,C,ok
131388242,three,biology,low,low,C,high,medium,C,high,medium,C,high,low,C,high,medium,C,ok
131388268,three,management,medium,low,B,high,low,C,low,low,E,low,low,E,low,low,E,fail
131388306,three,informatics,high,low,B,high,low,B,low,low,E,low,low,E,low,low,E,fail
131388313,four,nursing,low,low,B,high,high,A,high,medium,B,high,high,B,high,high,B,ok
131388316,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388323,four,nursing,high,high,B,high,high,B,high,high,A,high,high,B,low,low,E,ok
131388345,three,management,high,medium,B,high,medium,C,high,medium,B,low,low,E,low,low,E,ok
131388351,three,biology,high,high,A,high,high,A,high,high,A,low,low,E,low,low,E,ok
131388356,four,nursing,high,high,B,high,high,B,high,high,B,high,medium,B,low,low,E,ok
131388361,three,informatics,high,high,C,high,high,B,high,medium,C,low,low,E,low,low,E,ok
131388367,four,nursing,high,high,A,high,high,B,high,high,B,high,high,C,low,low,E,ok
131388373,three,biology,high,high,B,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388386,three,management,high,low,E,high,medium,C,high,medium,C,high,low,E,high,low,C,fail
131388406,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388407,four,nursing,high,high,A,high,high,A,high,high,B,high,high,C,low,low,E,ok
131388410,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388417,three,biology,medium,medium,B,high,high,B,high,high,C,low,low,E,low,low,E,ok
131388429,three,management,medium,low,E,high,low,C,low,low,E,low,low,E,low,low,E,fail
131388441,three,management,low,low,E,medium,medium,C,high,medium,C,high,medium,C,high,medium,C,ok
131388443,three,biology,medium,medium,B,high,medium,B,high,high,C,high,medium,C,low,low,E,ok
131388448,three,biology,high,high,C,high,high,C,high,medium,C,low,low,E,low,low,E,ok
131388451,three,informatics,medium,low,C,high,low,E,low,low,E,low,low,E,low,low,E,fail
131388453,four,nursing,high,high,B,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388486,three,management,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
131388497,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388506,three,informatics,high,low,E,low,low,E,high,medium,C,high,low,C,high,medium,B,fail
131388509,four,nursing,high,high,A,high,high,B,high,high,B,high,high,B,low,low,E,ok
131388522,three,informatics,high,low,C,low,low,E,low,low,E,low,low,E,low,low,E,fail
131388525,three,informatics,high,high,B,high,high,B,high,high,B,low,low,E,low,low,E,ok
